,cell_type,sampleID,status
816,Pericyte_1,control_P1,control
817,Fib_0,control_P1,control
818,Arterial_Endo,control_P1,control
819,Monocytes,control_P1,control
820,Pericyte_1,control_P1,control
821,Fib_0,control_P1,control
822,Fib_3,control_P1,control
823,Pericyte_1,control_P1,control
824,LYVE_FOLR_Macrophages,control_P1,control
825,LYVE_FOLR_Macrophages,control_P1,control
826,Myofib,control_P1,control
827,CCL18_Macrophages,control_P1,control
828,Fib_3,control_P1,control
829,damaged_CM,control_P1,control
830,LYVE_FOLR_Macrophages,control_P1,control
831,Myofib,control_P1,control
832,Capillary_Endo,control_P1,control
833,healthy_CM,control_P1,control
834,Fib_0,control_P1,control
835,Capillary_Endo,control_P1,control
836,Fib_0,control_P1,control
837,intermediate_CM,control_P1,control
838,LYVE_FOLR_Macrophages,control_P1,control
839,LYVE_FOLR_Macrophages,control_P1,control
840,Myofib,control_P1,control
841,Capillary_Endo,control_P1,control
842,Myofib,control_P1,control
843,LYVE_FOLR_Macrophages,control_P1,control
844,Pericyte_1,control_P1,control
845,vSMCs_2,control_P1,control
846,Capillary_Endo,control_P1,control
847,Pericyte_1,control_P1,control
848,Fib_0,control_P1,control
849,LYVE_PLTP_Macrophages,control_P1,control
850,Fib_3,control_P1,control
851,Capillary_Endo,control_P1,control
852,Fib_SCARA5,control_P1,control
853,healthy_CM,control_P1,control
854,prolif,control_P1,control
855,Fib_0,control_P1,control
856,Fib_0,control_P1,control
857,Myofib,control_P1,control
858,Fib_0,control_P1,control
859,Monocytes,control_P1,control
860,healthy_CM,control_P1,control
861,Capillary_Endo,control_P1,control
862,Myofib,control_P1,control
863,Arterial_Endo,control_P1,control
864,Myofib,control_P1,control
865,damaged_CM,control_P1,control
866,Arterial_Endo,control_P1,control
867,Venous_Endo,control_P1,control
868,Capillary_Endo,control_P1,control
869,Endocardial_Endo,control_P1,control
870,healthy_CM,control_P1,control
871,Capillary_Endo,control_P1,control
872,LYVE_FOLR_Macrophages,control_P1,control
873,intermediate_CM,control_P1,control
874,damaged_CM,control_P1,control
875,Fib_SCARA5,control_P1,control
876,healthy_CM,control_P1,control
877,Venous_Endo,control_P1,control
878,LYVE_PLTP_Macrophages,control_P1,control
879,Venous_Endo,control_P1,control
880,healthy_CM,control_P1,control
881,Myofib,control_P1,control
882,Capillary_Endo,control_P1,control
883,Mast,control_P1,control
884,intermediate_CM,control_P1,control
885,LYVE_FOLR_Macrophages,control_P1,control
886,healthy_CM,control_P1,control
887,Pericyte_1,control_P1,control
888,LYVE_FOLR_Macrophages,control_P1,control
889,CD4,control_P1,control
890,Fib_SCARA5,control_P1,control
891,Capillary_Endo,control_P1,control
892,Fib_3,control_P1,control
893,Monocytes,control_P1,control
894,Endocardial_Endo,control_P1,control
895,healthy_CM,control_P1,control
896,Endocardial_Endo,control_P1,control
897,Endocardial_Endo,control_P1,control
898,LYVE_PLTP_Macrophages,control_P1,control
899,healthy_CM,control_P1,control
900,Myofib,control_P1,control
901,healthy_CM,control_P1,control
902,LYVE_FOLR_Macrophages,control_P1,control
903,damaged_CM,control_P1,control
904,healthy_CM,control_P1,control
905,Capillary_Endo,control_P1,control
906,Arterial_Endo,control_P1,control
907,healthy_CM,control_P1,control
908,healthy_CM,control_P1,control
909,Fib_SCARA5,control_P1,control
910,damaged_CM,control_P1,control
911,healthy_CM,control_P1,control
912,healthy_CM,control_P1,control
913,healthy_CM,control_P1,control
914,LYVE_FOLR_Macrophages,control_P1,control
915,Myofib,control_P1,control
916,Capillary_Endo,control_P1,control
917,Myofib,control_P1,control
918,Arterial_Endo,control_P1,control
919,Pericyte_1,control_P1,control
920,Fib_SCARA5,control_P1,control
921,Fib_3,control_P1,control
922,Arterial_Endo,control_P1,control
923,LYVE_PLTP_Macrophages,control_P1,control
924,Capillary_Endo,control_P1,control
925,LYVE_PLTP_Macrophages,control_P1,control
926,healthy_CM,control_P1,control
927,healthy_CM,control_P1,control
928,Fib_3,control_P1,control
929,Capillary_Endo,control_P1,control
930,healthy_CM,control_P1,control
931,LYVE_FOLR_Macrophages,control_P1,control
932,Pericyte_1,control_P1,control
933,Fib_0,control_P1,control
934,healthy_CM,control_P1,control
935,Monocytes,control_P1,control
936,healthy_CM,control_P1,control
937,Fib_0,control_P1,control
938,Monocytes,control_P1,control
939,healthy_CM,control_P1,control
940,Monocytes,control_P1,control
941,CD4,control_P1,control
942,Pericyte_1,control_P1,control
943,Fib_3,control_P1,control
944,Fib_0,control_P1,control
945,intermediate_CM,control_P1,control
946,Neuronal,control_P1,control
947,healthy_CM,control_P1,control
948,Venous_Endo,control_P1,control
949,Fib_0,control_P1,control
950,healthy_CM,control_P1,control
951,Capillary_Endo,control_P1,control
952,Fib_0,control_P1,control
953,healthy_CM,control_P1,control
954,Myofib,control_P1,control
955,Myofib,control_P1,control
956,Myofib,control_P1,control
957,Fib_0,control_P1,control
958,Pericyte_1,control_P1,control
959,Fib_SCARA5,control_P1,control
960,LYVE_FOLR_Macrophages,control_P1,control
961,Pericyte_1,control_P1,control
962,Fib_SCARA5,control_P1,control
963,Fib_0,control_P1,control
964,healthy_CM,control_P1,control
965,Fib_3,control_P1,control
966,Venous_Endo,control_P1,control
967,LYVE_FOLR_Macrophages,control_P1,control
968,LYVE_FOLR_Macrophages,control_P1,control
969,healthy_CM,control_P1,control
970,healthy_CM,control_P1,control
971,LYVE_PLTP_Macrophages,control_P1,control
972,Monocytes,control_P1,control
973,Capillary_Endo,control_P1,control
974,Fib_0,control_P1,control
975,healthy_CM,control_P1,control
976,healthy_CM,control_P1,control
977,Capillary_Endo,control_P1,control
978,Monocytes,control_P1,control
979,Fib_0,control_P1,control
980,healthy_CM,control_P1,control
981,Arterial_Endo,control_P1,control
982,Monocytes,control_P1,control
983,prolif,control_P1,control
984,Capillary_Endo,control_P1,control
985,Capillary_Endo,control_P1,control
986,Fib_0,control_P1,control
987,Fib_0,control_P1,control
988,intermediate_CM,control_P1,control
989,healthy_CM,control_P1,control
990,Arterial_Endo,control_P1,control
991,intermediate_CM,control_P1,control
992,Capillary_Endo,control_P1,control
993,Pericyte_1,control_P1,control
994,Fib_3,control_P1,control
995,healthy_CM,control_P1,control
996,vCM_3,control_P1,control
997,Fib_3,control_P1,control
998,healthy_CM,control_P1,control
999,healthy_CM,control_P1,control
1000,intermediate_CM,control_P1,control
1001,Fib_SCARA5,control_P1,control
1002,damaged_CM,control_P1,control
1003,Capillary_Endo,control_P1,control
1004,Fib_0,control_P1,control
1005,healthy_CM,control_P1,control
1006,healthy_CM,control_P1,control
1007,Fib_0,control_P1,control
1008,Fib_0,control_P1,control
1009,Myofib,control_P1,control
1010,Venous_Endo,control_P1,control
1011,healthy_CM,control_P1,control
1012,Venous_Endo,control_P1,control
1013,LYVE_FOLR_Macrophages,control_P1,control
1014,healthy_CM,control_P1,control
1015,CD8,control_P1,control
1016,Fib_0,control_P1,control
1017,healthy_CM,control_P1,control
1018,Fib_3,control_P1,control
1019,Fib_SCARA5,control_P1,control
1020,Fib_0,control_P1,control
1021,Fib_0,control_P1,control
1022,healthy_CM,control_P1,control
1023,healthy_CM,control_P1,control
1024,LYVE_PLTP_Macrophages,control_P1,control
1025,Pericyte_1,control_P1,control
1026,CD4,control_P1,control
1027,Capillary_Endo,control_P1,control
1028,healthy_CM,control_P1,control
1029,Venous_Endo,control_P1,control
1030,healthy_CM,control_P1,control
1031,healthy_CM,control_P1,control
1032,intermediate_CM,control_P1,control
1033,Venous_Endo,control_P1,control
1034,Fib_SCARA5,control_P1,control
1035,Fib_0,control_P1,control
1036,intermediate_CM,control_P1,control
1037,Venous_Endo,control_P1,control
1038,Fib_SCARA5,control_P1,control
1039,Fib_SCARA5,control_P1,control
1040,Capillary_Endo,control_P1,control
1041,Monocytes,control_P1,control
1042,LYVE_FOLR_Macrophages,control_P1,control
1043,Monocytes,control_P1,control
1044,Myofib,control_P1,control
1045,LYVE_FOLR_Macrophages,control_P1,control
1046,vSMCs_1,control_P1,control
1047,vCM_3,control_P1,control
1048,vCM_4,control_P1,control
1049,Endocardial_Endo,control_P1,control
1050,Neuronal,control_P1,control
1051,Fib_SCARA5,control_P1,control
1052,LYVE_FOLR_Macrophages,control_P1,control
1053,Venous_Endo,control_P1,control
1054,Fib_SCARA5,control_P1,control
1055,damaged_CM,control_P1,control
1056,healthy_CM,control_P1,control
1057,Arterial_Endo,control_P1,control
1058,Endocardial_Endo,control_P1,control
1059,Fib_SCARA5,control_P1,control
1060,LYVE_FOLR_Macrophages,control_P1,control
1061,Arterial_Endo,control_P1,control
1062,Fib_3,control_P1,control
1063,Myofib,control_P1,control
1064,healthy_CM,control_P1,control
1065,Endocardial_Endo,control_P1,control
1066,Capillary_Endo,control_P1,control
1067,Capillary_Endo,control_P1,control
1068,healthy_CM,control_P1,control
1069,Fib_0,control_P1,control
1070,healthy_CM,control_P1,control
1071,SPP1_Macrophages,control_P1,control
1072,intermediate_CM,control_P1,control
1073,healthy_CM,control_P1,control
1074,Fib_3,control_P1,control
1075,Fib_SCARA5,control_P1,control
1076,LYVE_FOLR_Macrophages,control_P1,control
1077,Pericyte_1,control_P1,control
1078,Fib_0,control_P1,control
1079,Capillary_Endo,control_P1,control
1080,Monocytes,control_P1,control
1081,healthy_CM,control_P1,control
1082,Fib_SCARA5,control_P1,control
1083,Fib_SCARA5,control_P1,control
1084,healthy_CM,control_P1,control
1085,Capillary_Endo,control_P1,control
1086,vSMCs_2,control_P1,control
1087,Fib_0,control_P1,control
1088,Capillary_Endo,control_P1,control
1089,healthy_CM,control_P1,control
1090,Fib_0,control_P1,control
1091,Fib_0,control_P1,control
1092,Fib_0,control_P1,control
1093,prolif,control_P1,control
1094,Mast,control_P1,control
1095,Fib_SCARA5,control_P1,control
1096,LYVE_FOLR_Macrophages,control_P1,control
1097,Fib_SCARA5,control_P1,control
1098,healthy_CM,control_P1,control
1099,healthy_CM,control_P1,control
1100,prolif,control_P1,control
1101,healthy_CM,control_P1,control
1102,Myofib,control_P1,control
1103,healthy_CM,control_P1,control
1104,Arterial_Endo,control_P1,control
1105,Fib_SCARA5,control_P1,control
1106,Fib_SCARA5,control_P1,control
1107,Fib_SCARA5,control_P1,control
1108,healthy_CM,control_P1,control
1109,Monocytes,control_P1,control
1110,Pericyte_1,control_P1,control
1111,Capillary_Endo,control_P1,control
1112,healthy_CM,control_P1,control
1113,Fib_0,control_P1,control
1114,Pericyte_1,control_P1,control
1115,damaged_CM,control_P1,control
1116,Myofib,control_P1,control
1117,intermediate_CM,control_P1,control
1118,Pericyte_2,control_P1,control
1119,healthy_CM,control_P1,control
1120,intermediate_CM,control_P1,control
1121,Endocardial_Endo,control_P1,control
1122,Capillary_Endo,control_P1,control
1123,Capillary_Endo,control_P1,control
1124,Fib_0,control_P1,control
1125,healthy_CM,control_P1,control
1126,healthy_CM,control_P1,control
1127,Arterial_Endo,control_P1,control
1128,LYVE_FOLR_Macrophages,control_P1,control
1129,intermediate_CM,control_P1,control
1130,healthy_CM,control_P1,control
1131,healthy_CM,control_P1,control
1132,perivascular_fibroblasts,control_P1,control
1133,Fib_SCARA5,control_P1,control
1134,Fib_3,control_P1,control
1135,LYVE_FOLR_Macrophages,control_P1,control
1136,Monocytes,control_P1,control
1137,damaged_CM,control_P1,control
1138,Endocardial_Endo,control_P1,control
1139,Fib_0,control_P1,control
1140,Capillary_Endo,control_P1,control
1141,Pericyte_1,control_P1,control
1142,healthy_CM,control_P1,control
1143,Arterial_Endo,control_P1,control
1144,LYVE_PLTP_Macrophages,control_P1,control
1145,Endocardial_Endo,control_P1,control
1146,healthy_CM,control_P1,control
1147,Fib_0,control_P1,control
1148,healthy_CM,control_P1,control
1149,Myofib,control_P1,control
1150,healthy_CM,control_P1,control
1151,Fib_SCARA5,control_P1,control
1152,intermediate_CM,control_P1,control
1153,Arterial_Endo,control_P1,control
1154,healthy_CM,control_P1,control
1155,Fib_3,control_P1,control
1156,SPP1_Macrophages,control_P1,control
1157,Fib_0,control_P1,control
1158,Capillary_Endo,control_P1,control
1159,healthy_CM,control_P1,control
1160,LYVE_PLTP_Macrophages,control_P1,control
1161,Pericyte_2,control_P1,control
1162,Fib_0,control_P1,control
1163,Monocytes,control_P1,control
1164,healthy_CM,control_P1,control
1165,LYVE_FOLR_Macrophages,control_P1,control
1166,Fib_0,control_P1,control
1167,intermediate_CM,control_P1,control
1168,healthy_CM,control_P1,control
1169,Capillary_Endo,control_P1,control
1170,vCM_3,control_P1,control
1171,SPP1_Macrophages,control_P1,control
1172,healthy_CM,control_P1,control
1173,Endocardial_Endo,control_P1,control
1174,Fib_3,control_P1,control
1175,Fib_0,control_P1,control
1176,Myofib,control_P1,control
1177,Capillary_Endo,control_P1,control
1178,Fib_SCARA5,control_P1,control
1179,Fib_3,control_P1,control
1180,Fib_SCARA5,control_P1,control
1181,Capillary_Endo,control_P1,control
1182,CD8,control_P1,control
1183,Capillary_Endo,control_P1,control
1184,Fib_0,control_P1,control
1185,healthy_CM,control_P1,control
1186,intermediate_CM,control_P1,control
1187,Myofib,control_P1,control
1188,LYVE_FOLR_Macrophages,control_P1,control
1189,Fib_SCARA5,control_P1,control
1190,LYVE_FOLR_Macrophages,control_P1,control
1191,Endocardial_Endo,control_P1,control
1192,healthy_CM,control_P1,control
1193,Fib_SCARA5,control_P1,control
1194,Capillary_Endo,control_P1,control
1195,vCM_3,control_P1,control
1196,damaged_CM,control_P1,control
1197,healthy_CM,control_P1,control
1198,Capillary_Endo,control_P1,control
1199,Fib_3,control_P1,control
1200,healthy_CM,control_P1,control
1201,healthy_CM,control_P1,control
1202,Capillary_Endo,control_P1,control
1203,Myofib,control_P1,control
1204,Myofib,control_P1,control
1205,Capillary_Endo,control_P1,control
1206,Capillary_Endo,control_P1,control
1207,Monocytes,control_P1,control
1208,Monocytes,control_P1,control
1209,LYVE_FOLR_Macrophages,control_P1,control
1210,Myofib,control_P1,control
1211,Fib_0,control_P1,control
1212,healthy_CM,control_P1,control
1213,Endocardial_Endo,control_P1,control
1214,LYVE_FOLR_Macrophages,control_P1,control
1215,Venous_Endo,control_P1,control
1216,Venous_Endo,control_P1,control
1217,LYVE_FOLR_Macrophages,control_P1,control
1218,Pericyte_1,control_P1,control
1219,healthy_CM,control_P1,control
1220,Myofib,control_P1,control
1221,Myofib,control_P1,control
1222,prolif,control_P1,control
1223,intermediate_CM,control_P1,control
1224,Pericyte_1,control_P1,control
1225,Fib_SCARA5,control_P1,control
1226,Arterial_Endo,control_P1,control
1227,intermediate_CM,control_P1,control
1228,healthy_CM,control_P1,control
1229,Capillary_Endo,control_P1,control
1230,healthy_CM,control_P1,control
1231,Fib_0,control_P1,control
1232,damaged_CM,control_P1,control
1233,healthy_CM,control_P1,control
1234,Fib_0,control_P1,control
1235,Mast,control_P1,control
1236,Fib_SCARA5,control_P1,control
1237,LYVE_FOLR_Macrophages,control_P1,control
1238,LYVE_FOLR_Macrophages,control_P1,control
1239,NK,control_P1,control
1240,Fib_0,control_P1,control
1241,healthy_CM,control_P1,control
1242,healthy_CM,control_P1,control
1243,Arterial_Endo,control_P1,control
1244,Arterial_Endo,control_P1,control
1245,Fib_SCARA5,control_P1,control
1246,Endocardial_Endo,control_P1,control
1247,vCM_3,control_P1,control
1248,Neuronal,control_P1,control
1249,Fib_0,control_P1,control
1250,Endocardial_Endo,control_P1,control
1251,healthy_CM,control_P1,control
1252,Myofib,control_P1,control
1253,Pericyte_1,control_P1,control
1254,healthy_CM,control_P1,control
1255,Fib_0,control_P1,control
1256,Fib_0,control_P1,control
1257,healthy_CM,control_P1,control
1258,Endocardial_Endo,control_P1,control
1259,Monocytes,control_P1,control
1260,intermediate_CM,control_P1,control
1261,Fib_0,control_P1,control
1262,Fib_SCARA5,control_P1,control
1263,Venous_Endo,control_P1,control
1264,Myofib,control_P1,control
1265,Capillary_Endo,control_P1,control
1266,Myofib,control_P1,control
1267,Capillary_Endo,control_P1,control
1268,CCL18_Macrophages,control_P1,control
1269,damaged_CM,control_P1,control
1270,LYVE_PLTP_Macrophages,control_P1,control
1271,healthy_CM,control_P1,control
1272,Fib_SCARA5,control_P1,control
1273,Myofib,control_P1,control
1274,healthy_CM,control_P1,control
1275,Fib_3,control_P1,control
1276,vCM_3,control_P1,control
1277,Myofib,control_P1,control
1278,healthy_CM,control_P1,control
1279,Fib_3,control_P1,control
1280,healthy_CM,control_P1,control
1281,healthy_CM,control_P1,control
1282,Myofib,control_P1,control
1283,Endocardial_Endo,control_P1,control
1284,healthy_CM,control_P1,control
1285,Myofib,control_P1,control
1286,healthy_CM,control_P1,control
1287,Myofib,control_P1,control
1288,healthy_CM,control_P1,control
1289,LYVE_FOLR_Macrophages,control_P1,control
1290,CD4,control_P1,control
