Gene stable ID,HGNC ID,HGNC symbol,Gene name,Chromosome/scaffold name
ENSG00000130985,HGNC:12469,UBA1,UBA1,X
ENSG00000224975,HGNC:6060,INE1,INE1,X
ENSG00000147123,HGNC:20372,NDUFB11,NDUFB11,X
ENSG00000198088,HGNC:25960,NUP62CL,NUP62CL,X
ENSG00000213569,HGNC:55024,GTF3C6P2,GTF3C6P2,X
ENSG00000199832,,,Y_RNA,X
ENSG00000204053,HGNC:7556,MYCLP1,MYCLP1,X
ENSG00000215007,HGNC:39339,DNAJA1P3,DNAJA1P3,X
ENSG00000080572,HGNC:28570,DNAAF6,DNAAF6,X
ENSG00000248503,HGNC:55883,C4orf46P2,C4orf46P2,X
ENSG00000165240,HGNC:869,ATP7A,ATP7A,X
ENSG00000236187,HGNC:32542,GJA6P,GJA6P,X
ENSG00000102104,HGNC:10457,RS1,RS1,X
ENSG00000237221,HGNC:40463,PPEF1-AS1,PPEF1-AS1,X
ENSG00000196564,HGNC:54899,BLOC1S6P1,BLOC1S6P1,X
ENSG00000224224,HGNC:43761,HAUS1P2,HAUS1P2,X
ENSG00000237836,HGNC:44110,PHKA2-AS1,PHKA2-AS1,X
ENSG00000044446,HGNC:8926,PHKA2,PHKA2,X
ENSG00000266710,HGNC:46064,RN7SL48P,RN7SL48P,X
ENSG00000223731,HGNC:30773,SUPT20HL1,SUPT20HL1,X
ENSG00000102393,HGNC:4296,GLA,GLA,X
ENSG00000101945,HGNC:11479,SUV39H1,SUV39H1,X
ENSG00000232828,,,,X
ENSG00000206723,HGNC:48019,RNU6-1056P,RNU6-1056P,X
ENSG00000171433,HGNC:33358,GLOD5,GLOD5,X
ENSG00000233585,HGNC:55880,ACAA2P1,ACAA2P1,X
ENSG00000207367,HGNC:34273,RNU6-29P,RNU6-29P,X
ENSG00000187682,HGNC:5174,ERAS,ERAS,X
ENSG00000102109,HGNC:17301,PCSK1N,PCSK1N,X
ENSG00000102103,HGNC:9330,PQBP1,PQBP1,X
ENSG00000102100,HGNC:11022,SLC35A2,SLC35A2,X
ENSG00000102096,HGNC:8987,PIM2,PIM2,X
ENSG00000068308,HGNC:25402,OTUD5,OTUD5,X
ENSG00000279155,,,,X
ENSG00000223309,HGNC:47685,RNU6-722P,RNU6-722P,X
ENSG00000102057,HGNC:6237,KCND1,KCND1,X
ENSG00000275387,,,,X
ENSG00000221750,HGNC:52190,SNORA11G,SNORA11G,X
ENSG00000067445,HGNC:12326,TRO,TRO,X
ENSG00000086717,HGNC:9243,PPEF1,PPEF1,X
ENSG00000223611,HGNC:31797,SUPT20HL2,SUPT20HL2,X
ENSG00000214124,HGNC:43574,SNRPEP9,SNRPEP9,X
ENSG00000067992,HGNC:8811,PDK3,PDK3,X
ENSG00000237682,HGNC:55035,PRKCIP1,PRKCIP1,X
ENSG00000126947,HGNC:18073,ARMCX1,ARMCX1,X
ENSG00000198960,HGNC:26094,ARMCX6,ARMCX6,X
ENSG00000102401,HGNC:24065,ARMCX3,ARMCX3,X
ENSG00000228275,HGNC:41038,ARMCX3-AS1,ARMCX3-AS1,X
ENSG00000261101,,,,X
ENSG00000207291,HGNC:34274,RNU6-30P,RNU6-30P,X
ENSG00000286000,,,,X
ENSG00000184867,HGNC:16869,ARMCX2,ARMCX2,X
ENSG00000223753,,,,X
ENSG00000212584,HGNC:47550,RNU6-587P,RNU6-587P,X
ENSG00000169249,HGNC:23019,ZRSR2,ZRSR2,X
ENSG00000196440,HGNC:28615,ARMCX4,ARMCX4,X
ENSG00000215319,HGNC:51465,EIF5P1,EIF5P1,X
ENSG00000230326,HGNC:39377,HMGN1P33,HMGN1P33,X
ENSG00000206844,,,Y_RNA,X
ENSG00000234469,HGNC:51259,CLDN34,CLDN34,X
ENSG00000225076,HGNC:41236,WWC3-AS1,WWC3-AS1,X
ENSG00000184905,HGNC:29818,TCEAL2,TCEAL2,X
ENSG00000184515,HGNC:27990,BEX5,BEX5,X
ENSG00000157514,HGNC:3051,TSC22D3,TSC22D3,X
ENSG00000170935,HGNC:31795,NCBP2L,NCBP2L,X
ENSG00000186416,HGNC:19374,NKRF,NKRF,X
ENSG00000169933,HGNC:29007,FRMPD4,FRMPD4,X
ENSG00000198814,HGNC:4289,GK,GK,X
ENSG00000226339,HGNC:35858,RPS26P56,RPS26P56,X
ENSG00000201518,HGNC:43413,RNA5SP513,RNA5SP513,X
ENSG00000102038,HGNC:11097,SMARCA1,SMARCA1,X
ENSG00000252170,,,,X
ENSG00000122126,HGNC:8108,OCRL,OCRL,X
ENSG00000013563,HGNC:2957,DNASE1L1,DNASE1L1,X
ENSG00000125962,HGNC:25772,ARMCX5,ARMCX5,X
ENSG00000089682,HGNC:25617,RBM41,RBM41,X
ENSG00000160219,HGNC:17515,GAB3,GAB3,X
ENSG00000206948,HGNC:32628,SNORA36A,SNORA36A,X
ENSG00000284450,HGNC:43501,MIR664B,MIR664B,X
ENSG00000206693,HGNC:32650,SNORA56,SNORA56,X
ENSG00000203870,HGNC:41915,SMIM9,SMIM9,X
ENSG00000221533,HGNC:35265,MIR1184-1,MIR1184-1,X
ENSG00000102362,HGNC:15588,SYTL4,SYTL4,X
ENSG00000227864,HGNC:43933,ARL5AP1,ARL5AP1,X
ENSG00000250423,HGNC:29218,KIAA1210,KIAA1210,X
ENSG00000204382,HGNC:25400,XAGE1B,XAGE1B,X
ENSG00000224440,HGNC:30533,CXorf51A,CXorf51A,X
ENSG00000089472,HGNC:4866,HEPH,HEPH,X
ENSG00000171489,HGNC:31353,SPACA5,SPACA5,X
ENSG00000166432,HGNC:29377,ZMAT1,ZMAT1,X
ENSG00000273696,HGNC:51260,CT45A7,CT45A7,X
ENSG00000196976,HGNC:26058,LAGE3,LAGE3,X
ENSG00000165675,HGNC:2259,ENOX2,ENOX2,X
ENSG00000147059,HGNC:20694,SPIN2A,SPIN2A,X
ENSG00000158352,HGNC:29215,SHROOM4,SHROOM4,X
ENSG00000182518,HGNC:25085,FAM104B,FAM104B,X
ENSG00000206663,,,Y_RNA,X
ENSG00000184368,HGNC:25899,MAP7D2,MAP7D2,X
ENSG00000264566,HGNC:38913,MIR23C,MIR23C,X
ENSG00000173674,HGNC:3250,EIF1AX,EIF1AX,X
ENSG00000201882,,,,X
ENSG00000201592,,,,X
ENSG00000225037,HGNC:40208,EIF1AX-AS1,EIF1AX-AS1,X
ENSG00000177189,HGNC:10432,RPS6KA3,RPS6KA3,X
ENSG00000173681,HGNC:27413,BCLAF3,BCLAF3,X
ENSG00000206900,HGNC:47061,RNU6-98P,RNU6-98P,X
ENSG00000235849,HGNC:40870,HS6ST2-AS1,HS6ST2-AS1,X
ENSG00000227064,HGNC:55133,NAA20P1,NAA20P1,X
ENSG00000134588,HGNC:13485,USP26,USP26,X
ENSG00000289365,,,,X
ENSG00000289570,,,,X
ENSG00000288739,,,,X
ENSG00000287918,,,,X
ENSG00000235385,HGNC:53015,LINC02154,LINC02154,X
ENSG00000289127,,,,X
ENSG00000130119,HGNC:25553,GNL3L,GNL3L,X
ENSG00000231728,HGNC:53858,TMSB15B-AS1,TMSB15B-AS1,X
ENSG00000235703,HGNC:48579,EOLA2-DT,EOLA2-DT,X
ENSG00000224610,,,,X
ENSG00000229335,HGNC:50863,DANT1,DANT1,X
ENSG00000278530,HGNC:49380,CHMP1B2P,CHMP1B2P,X
ENSG00000289479,,,,X
ENSG00000289575,,,,X
ENSG00000288783,,,,X
ENSG00000226310,,,,X
ENSG00000287776,,,,X
ENSG00000288832,,,,X
ENSG00000288980,,,,X
ENSG00000171004,HGNC:19133,HS6ST2,HS6ST2,X
ENSG00000168939,HGNC:11271,SPRY3,SPRY3,X
ENSG00000200572,,,Y_RNA,X
ENSG00000284499,HGNC:32023,MIR363,MIR363,X
ENSG00000284538,HGNC:31644,MIR92A2,MIR92A2,X
ENSG00000284107,HGNC:31576,MIR19B2,MIR19B2,X
ENSG00000284043,HGNC:32024,MIR20B,MIR20B,X
ENSG00000283931,HGNC:32025,MIR18B,MIR18B,X
ENSG00000284157,HGNC:31494,MIR106A,MIR106A,X
ENSG00000249467,HGNC:53959,H2AL1Q,H2AL1Q,X
ENSG00000203952,HGNC:37286,CCDC160,CCDC160,X
ENSG00000203588,HGNC:40295,IGBP1-AS1,IGBP1-AS1,X
ENSG00000184210,HGNC:23250,DGAT2L6,DGAT2L6,X
ENSG00000242657,HGNC:46597,RN7SL581P,RN7SL581P,X
ENSG00000204195,HGNC:23252,AWAT1,AWAT1,X
ENSG00000200473,HGNC:43407,RNA5SP507,RNA5SP507,X
ENSG00000186912,HGNC:8542,P2RY4,P2RY4,X
ENSG00000120500,HGNC:710,ARR3,ARR3,X
ENSG00000147127,HGNC:18293,RAB41,RAB41,X
ENSG00000090889,HGNC:13339,KIF4A,KIF4A,X
ENSG00000231053,HGNC:54982,TRAPPC2LP1,TRAPPC2LP1,X
ENSG00000201377,HGNC:42473,RNY4P23,RNY4P23,X
ENSG00000130055,HGNC:25974,GDPD2,GDPD2,X
ENSG00000284391,,,,X
ENSG00000200431,HGNC:47017,RNU4-81P,RNU4-81P,X
ENSG00000231651,HGNC:40182,DLG3-AS1,DLG3-AS1,X
ENSG00000120509,HGNC:28034,PDZD11,PDZD11,X
ENSG00000010671,HGNC:1133,BTK,BTK,X
ENSG00000252320,HGNC:47283,RNU6-320P,RNU6-320P,X
ENSG00000102245,HGNC:11935,CD40LG,CD40LG,X
ENSG00000129675,HGNC:685,ARHGEF6,ARHGEF6,X
ENSG00000212510,HGNC:47935,RNU6-972P,RNU6-972P,X
ENSG00000202279,,,Y_RNA,X
ENSG00000206979,HGNC:10218,SNORD61,SNORD61,X
ENSG00000147394,HGNC:12976,ZNF185,ZNF185,X
ENSG00000072315,HGNC:12337,TRPC5,TRPC5,X
ENSG00000187823,HGNC:25214,RTL4,RTL4,X
ENSG00000271464,HGNC:32173,DPRXP7,DPRXP7,X
ENSG00000271400,HGNC:55052,CCDC121P1,CCDC121P1,X
ENSG00000200436,,,Y_RNA,X
ENSG00000213489,HGNC:55107,FBLIM1P1,FBLIM1P1,X
ENSG00000282815,HGNC:52277,TEX13C,TEX13C,X
ENSG00000289449,,,,X
ENSG00000126768,HGNC:17310,TIMM17B,TIMM17B,X
ENSG00000176896,HGNC:28277,TCEANC,TCEANC,X
ENSG00000165168,HGNC:2578,CYBB,CYBB,X
ENSG00000265658,HGNC:38967,MIR3690,MIR3690,X
ENSG00000223274,HGNC:43398,RNA5SP498,RNA5SP498,X
ENSG00000198223,HGNC:2435,CSF2RA,CSF2RA,X
ENSG00000130150,HGNC:28381,MOSPD2,MOSPD2,X
ENSG00000235929,HGNC:49305,TPT1P14,TPT1P14,X
ENSG00000181544,HGNC:3583,FANCB,FANCB,X
ENSG00000231066,HGNC:7929,NPM1P9,NPM1P9,X
ENSG00000225814,HGNC:41970,GRPEL2P2,GRPEL2P2,X
ENSG00000236982,HGNC:51427,BLOC1S2P1,BLOC1S2P1,X
ENSG00000102053,HGNC:17407,ZC3H12B,ZC3H12B,X
ENSG00000237971,,,,X
ENSG00000225569,HGNC:35141,CCT4P2,CCT4P2,X
ENSG00000231809,HGNC:23107,NANOGP9,NANOGP9,X
ENSG00000243978,HGNC:29245,RTL9,RTL9,X
ENSG00000204620,,,,X
ENSG00000102317,HGNC:9900,RBM3,RBM3,X
ENSG00000228343,,,,X
ENSG00000279528,,,,X
ENSG00000220125,HGNC:29704,MRPL32P1,MRPL32P1,X
ENSG00000101940,HGNC:14352,WDR13,WDR13,X
ENSG00000231725,HGNC:37438,VN1R110P,VN1R110P,X
ENSG00000286475,,,,X
ENSG00000275314,,,,X
ENSG00000235510,,,,X
ENSG00000223723,HGNC:54930,TFDP1P2,TFDP1P2,X
ENSG00000289708,,,,X
ENSG00000198173,HGNC:25301,FAM47C,FAM47C,X
ENSG00000243048,HGNC:3988,FTHL18P,FTHL18P,X
ENSG00000214071,,,,X
ENSG00000230170,HGNC:39546,HNRNPA1P28,HNRNPA1P28,X
ENSG00000270625,HGNC:55061,NUDT19P6,NUDT19P6,X
ENSG00000101856,HGNC:16090,PGRMC1,PGRMC1,X
ENSG00000214992,HGNC:38514,AKAP17BP,AKAP17BP,X
ENSG00000230392,,,,X
ENSG00000226661,,,,X
ENSG00000227814,HGNC:29739,MRPS17P9,MRPS17P9,X
ENSG00000077713,HGNC:30557,SLC25A43,SLC25A43,X
ENSG00000237903,,,,X
ENSG00000207175,HGNC:48409,RNU1-67P,RNU1-67P,X
ENSG00000266420,HGNC:46134,RN7SL118P,RN7SL118P,X
ENSG00000252147,HGNC:50891,RNY3P16,RNY3P16,X
ENSG00000005022,HGNC:10991,SLC25A5,SLC25A5,X
ENSG00000077721,HGNC:12472,UBE2A,UBE2A,X
ENSG00000018610,HGNC:26239,STEEP1,STEEP1,X
ENSG00000286794,,,,X
ENSG00000284800,,,,X
ENSG00000131828,HGNC:8806,PDHA1,PDHA1,X
ENSG00000180815,HGNC:31689,MAP3K15,MAP3K15,X
ENSG00000202144,,,Y_RNA,X
ENSG00000275800,HGNC:51466,EIF5P2,EIF5P2,X
ENSG00000269335,HGNC:5961,IKBKG,IKBKG,X
ENSG00000160211,HGNC:4057,G6PD,G6PD,X
ENSG00000165349,HGNC:11061,SLC7A3,SLC7A3,X
ENSG00000230629,HGNC:35982,RPS23P8,RPS23P8,X
ENSG00000147168,HGNC:6010,IL2RG,IL2RG,X
ENSG00000125351,HGNC:20439,UPF3B,UPF3B,X
ENSG00000290162,,,,X
ENSG00000290163,,,,X
ENSG00000290164,,,,X
ENSG00000290165,,,,X
ENSG00000147065,HGNC:7373,MSN,MSN,X
ENSG00000101935,HGNC:467,AMMECR1,AMMECR1,X
ENSG00000133136,HGNC:24826,GNG5P2,GNG5P2,X
ENSG00000130826,HGNC:2890,DKC1,DKC1,X
ENSG00000198681,HGNC:6796,MAGEA1,MAGEA1,X
ENSG00000235219,,,,X
ENSG00000273877,,,,X
ENSG00000231600,,,,X
ENSG00000278803,HGNC:55197,PWWP4,PWWP4,X
ENSG00000102225,HGNC:8749,CDK16,CDK16,X
ENSG00000102226,HGNC:12609,USP11,USP11,X
ENSG00000071889,HGNC:13749,FAM3A,FAM3A,X
ENSG00000203879,HGNC:4226,GDI1,GDI1,X
ENSG00000102312,HGNC:17652,PORCN,PORCN,X
ENSG00000277535,,,,X
ENSG00000183918,HGNC:10820,SH2D1A,SH2D1A,X
ENSG00000230502,,,,X
ENSG00000271686,HGNC:55053,TNPO3P1,TNPO3P1,X
ENSG00000226547,HGNC:43620,SSU72P1,SSU72P1,X
ENSG00000147246,HGNC:5295,HTR2C,HTR2C,X
ENSG00000224664,HGNC:36517,RPL36AP53,RPL36AP53,X
ENSG00000289287,,,,X
ENSG00000208839,HGNC:32625,SNORA35,SNORA35,X
ENSG00000212100,HGNC:37306,MIR764,MIR764,X
ENSG00000222321,HGNC:35396,MIR1912,MIR1912,X
ENSG00000276158,HGNC:35246,MIR1264,MIR1264,X
ENSG00000221710,HGNC:35258,MIR1298,MIR1298,X
ENSG00000222715,HGNC:35395,MIR1911,MIR1911,X
ENSG00000224773,HGNC:44922,HSPA8P7,HSPA8P7,X
ENSG00000199001,HGNC:26069,MIR448,MIR448,X
ENSG00000270413,,,,X
ENSG00000236880,HGNC:36537,RPS26P57,RPS26P57,X
ENSG00000102125,HGNC:11577,TAFAZZIN,TAFAZZIN,X
ENSG00000264933,HGNC:46206,RN7SL190P,RN7SL190P,X
ENSG00000199705,,,Y_RNA,X
ENSG00000232599,,,,X
ENSG00000009694,HGNC:8117,TENM1,TENM1,X
ENSG00000101916,HGNC:15632,TLR8,TLR8,X
ENSG00000288817,,,,X
ENSG00000205542,HGNC:11881,TMSB4X,TMSB4X,X
ENSG00000187268,HGNC:18405,FAM9C,FAM9C,X
ENSG00000225470,HGNC:37191,JPX,JPX,X
ENSG00000230376,HGNC:38504,MEMO1P4,MEMO1P4,X
ENSG00000252178,HGNC:34165,RNU7-69P,RNU7-69P,X
ENSG00000226902,HGNC:39585,CHCHD2P1,CHCHD2P1,X
ENSG00000101966,HGNC:592,XIAP,XIAP,X
ENSG00000203930,HGNC:27865,LINC00632,LINC00632,X
ENSG00000288642,HGNC:1798,CDR1,CDR1,X
ENSG00000147044,HGNC:1497,CASK,CASK,X
ENSG00000076770,HGNC:20564,MBNL3,MBNL3,X
ENSG00000015285,HGNC:12731,WAS,WAS,X
ENSG00000279587,,,,X
ENSG00000200291,,,Y_RNA,X
ENSG00000237458,HGNC:42331,TUBB4BP3,TUBB4BP3,X
ENSG00000234524,HGNC:35840,RPL12P43,RPL12P43,X
ENSG00000224539,HGNC:51339,SAGE4P,SAGE4P,X
ENSG00000277486,HGNC:51338,SAGE3P,SAGE3P,X
ENSG00000198022,HGNC:51337,SAGE2P,SAGE2P,X
ENSG00000274601,,,,X
ENSG00000268940,HGNC:33267,CT45A1,CT45A1,X
ENSG00000233861,HGNC:51244,MGAT2P1,MGAT2P1,X
ENSG00000228836,HGNC:33270,CT45A5,CT45A5,X
ENSG00000130234,HGNC:13557,ACE2,ACE2,X
ENSG00000068354,HGNC:8092,TBC1D25,TBC1D25,X
ENSG00000288908,,,,X
ENSG00000068323,HGNC:11752,TFE3,TFE3,X
ENSG00000094631,HGNC:14064,HDAC6,HDAC6,X
ENSG00000158571,HGNC:8872,PFKFB1,PFKFB1,X
ENSG00000233071,HGNC:36957,RPSAP59,RPSAP59,X
ENSG00000102409,HGNC:25475,BEX4,BEX4,X
ENSG00000047644,HGNC:29237,WWC3,WWC3,X
ENSG00000232593,HGNC:49510,KANTR,KANTR,X
ENSG00000268235,HGNC:48369,TCP11X1,TCP11X1,X
ENSG00000215029,HGNC:48335,TCP11X2,TCP11X2,X
ENSG00000003096,HGNC:22931,KLHL13,KLHL13,X
ENSG00000225366,HGNC:11703,TDGF1P3,TDGF1P3,X
ENSG00000102145,HGNC:4170,GATA1,GATA1,X
ENSG00000236189,HGNC:36010,RPL18AP15,RPL18AP15,X
ENSG00000201420,HGNC:43412,RNA5SP512,RNA5SP512,X
ENSG00000229487,HGNC:41277,ALG13-AS1,ALG13-AS1,X
ENSG00000204025,HGNC:40593,TRPC5OS,TRPC5OS,X
ENSG00000271421,,,,X
ENSG00000147162,HGNC:8127,OGT,OGT,X
ENSG00000072133,HGNC:10435,RPS6KA6,RPS6KA6,X
ENSG00000221494,HGNC:35355,MIR548I4,MIR548I4,X
ENSG00000233484,,,,X
ENSG00000147010,HGNC:13867,SH3KBP1,SH3KBP1,X
ENSG00000101977,HGNC:6940,MCF2,MCF2,X
ENSG00000189326,HGNC:33177,SPANXN4,SPANXN4,X
ENSG00000189023,HGNC:21188,MAGEB16,MAGEB16,X
ENSG00000174016,HGNC:28399,TENT5D,TENT5D,X
ENSG00000269433,HGNC:51831,OPN1MW3,OPN1MW3,X
ENSG00000229674,HGNC:53960,H2AL3,H2AL3,X
ENSG00000232030,HGNC:28824,MAGEB6B,MAGEB6B,X
ENSG00000198021,HGNC:11218,SPANXA1,SPANXA1,X
ENSG00000269437,HGNC:23984,NXF2B,NXF2B,X
ENSG00000268902,HGNC:16847,CSAG2,CSAG2,X
ENSG00000178605,HGNC:30189,GTPBP6,GTPBP6,X
ENSG00000278057,HGNC:2563,TEX28,TEX28,X
ENSG00000268988,HGNC:33175,SPANXN2,SPANXN2,X
ENSG00000287585,,,,X
ENSG00000269226,,,TMSB15B,X
ENSG00000269313,HGNC:30006,MAGIX,MAGIX,X
ENSG00000184216,HGNC:6112,IRAK1,IRAK1,X
ENSG00000169297,HGNC:7960,NR0B1,NR0B1,X
ENSG00000238709,HGNC:34152,RNU7-56P,RNU7-56P,X
ENSG00000086712,HGNC:18578,TXLNG,TXLNG,X
ENSG00000230180,HGNC:51941,RPL12P49,RPL12P49,X
ENSG00000102054,HGNC:9890,RBBP7,RBBP7,X
ENSG00000222736,HGNC:10199,RNU4-6P,RNU4-6P,X
ENSG00000223498,HGNC:54894,SLC35C2P1,SLC35C2P1,X
ENSG00000199410,,,Y_RNA,X
ENSG00000169891,HGNC:9963,REPS2,REPS2,X
ENSG00000201467,,,,X
ENSG00000214322,HGNC:38656,CBX1P2,CBX1P2,X
ENSG00000289472,,,,X
ENSG00000156500,HGNC:25202,PABIR3,PABIR3,X
ENSG00000101928,HGNC:25235,MOSPD1,MOSPD1,X
ENSG00000207081,HGNC:47579,RNU6-616P,RNU6-616P,X
ENSG00000236091,HGNC:53129,LINC02243,LINC02243,X
ENSG00000231929,HGNC:39334,HMGB3P31,HMGB3P31,X
ENSG00000184785,HGNC:41913,SMIM10,SMIM10,X
ENSG00000180964,HGNC:28683,TCEAL8,TCEAL8,X
ENSG00000224692,,,,X
ENSG00000204065,HGNC:22282,TCEAL5,TCEAL5,X
ENSG00000133134,HGNC:30933,BEX2,BEX2,X
ENSG00000289596,,,,X
ENSG00000261030,,,,X
ENSG00000287700,,,,X
ENSG00000289122,,,,X
ENSG00000270050,,,,X
ENSG00000089820,HGNC:674,ARHGAP4,ARHGAP4,X
ENSG00000102030,HGNC:18704,NAA10,NAA10,X
ENSG00000226679,,,,X
ENSG00000252050,,,,X
ENSG00000156313,HGNC:10295,RPGR,RPGR,X
ENSG00000169057,HGNC:6990,MECP2,MECP2,X
ENSG00000101901,HGNC:30881,ALG13,ALG13,X
ENSG00000288759,,,,X
ENSG00000224765,HGNC:55853,LINC02931,LINC02931,X
ENSG00000289620,,,,X
ENSG00000229547,HGNC:28656,UBE2DNL,UBE2DNL,X
ENSG00000228427,,,,X
ENSG00000213468,HGNC:49627,FIRRE,FIRRE,X
ENSG00000224281,HGNC:43438,SLC25A5-AS1,SLC25A5-AS1,X
ENSG00000289864,,,,X
ENSG00000229151,,,,X
ENSG00000280195,,,,X
ENSG00000289068,,,,X
ENSG00000223546,HGNC:44263,LINC00630,LINC00630,X
ENSG00000289890,,,,X
ENSG00000289007,,,,X
ENSG00000234129,HGNC:55698,HCCS-DT,HCCS-DT,X
ENSG00000270069,HGNC:49555,MIR222HG,MIR222HG,X
ENSG00000289870,,,,X
ENSG00000236064,,,,X
ENSG00000284377,,,,X
ENSG00000226530,,,,X
ENSG00000230590,HGNC:37190,FTX,FTX,X
ENSG00000235244,HGNC:50862,DANT2,DANT2,X
ENSG00000227486,,,,X
ENSG00000289591,,,,X
ENSG00000233928,,,,X
ENSG00000231566,HGNC:53946,LINC02595,LINC02595,X
ENSG00000289923,,,,X
ENSG00000289038,,,,X
ENSG00000286650,,,,X
ENSG00000235437,HGNC:28090,LINC01278,LINC01278,X
ENSG00000288595,,,,X
ENSG00000289237,,,,X
ENSG00000288856,,,,X
ENSG00000274536,HGNC:54520,MIR223HG,MIR223HG,X
ENSG00000236751,HGNC:49573,LINC01186,LINC01186,X
ENSG00000289959,,,,X
ENSG00000233093,HGNC:48578,LINC00892,LINC00892,X
ENSG00000197180,HGNC:25138,ATP6AP1-DT,ATP6AP1-DT,X
ENSG00000281566,,,,X
ENSG00000289132,,,,X
ENSG00000169446,HGNC:28100,MMGT1,MMGT1,X
ENSG00000126970,HGNC:24931,ZC4H2,ZC4H2,X
ENSG00000289215,,,,X
ENSG00000198947,HGNC:2928,DMD,DMD,X
ENSG00000049768,HGNC:6106,FOXP3,FOXP3,X
ENSG00000290184,,,,X
ENSG00000102144,HGNC:8896,PGK1,PGK1,X
ENSG00000282933,HGNC:51612,RHOXF1P3,RHOXF1P3,X
ENSG00000282850,HGNC:51611,RHOXF1P2,RHOXF1P2,X
ENSG00000258545,HGNC:51582,RHOXF1-AS1,RHOXF1-AS1,X
ENSG00000203989,HGNC:33519,RHOXF2B,RHOXF2B,X
ENSG00000101883,HGNC:29993,RHOXF1,RHOXF1,X
ENSG00000131721,HGNC:30011,RHOXF2,RHOXF2,X
ENSG00000233382,HGNC:26706,NKAPP1,NKAPP1,X
ENSG00000227541,HGNC:51531,SFR1P1,SFR1P1,X
ENSG00000237757,HGNC:37906,EEF1A1P30,EEF1A1P30,X
ENSG00000177485,HGNC:16682,ZBTB33,ZBTB33,X
ENSG00000125355,HGNC:26086,TMEM255A,TMEM255A,X
ENSG00000232042,,,,X
ENSG00000204131,HGNC:33737,NHSL2,NHSL2,X
ENSG00000201392,HGNC:48041,RNU6-1078P,RNU6-1078P,X
ENSG00000196933,HGNC:31817,RPS26P11,RPS26P11,X
ENSG00000225471,HGNC:55881,TPT1P15,TPT1P15,X
ENSG00000102309,HGNC:8992,PIN4,PIN4,X
ENSG00000239577,HGNC:46404,RN7SL388P,RN7SL388P,X
ENSG00000186871,HGNC:20794,ERCC6L,ERCC6L,X
ENSG00000198034,HGNC:10424,RPS4X,RPS4X,X
ENSG00000238926,,,Y_RNA,X
ENSG00000125931,HGNC:1986,CITED1,CITED1,X
ENSG00000242732,HGNC:29430,RTL5,RTL5,X
ENSG00000086758,HGNC:30892,HUWE1,HUWE1,X
ENSG00000063601,HGNC:7449,MTMR1,MTMR1,X
ENSG00000230153,HGNC:55778,LINC02927,LINC02927,X
ENSG00000222796,HGNC:47346,RNU6-383P,RNU6-383P,X
ENSG00000029993,HGNC:5004,HMGB3,HMGB3,X
ENSG00000230508,HGNC:35868,RPL19P21,RPL19P21,X
ENSG00000124486,HGNC:12632,USP9X,USP9X,X
ENSG00000068400,HGNC:18706,GRIPAP1,GRIPAP1,X
ENSG00000289245,,,,X
ENSG00000174460,HGNC:27273,ZCCHC12,ZCCHC12,X
ENSG00000196998,HGNC:28912,WDR45,WDR45,X
ENSG00000169164,,,,X
ENSG00000290520,,,,X
ENSG00000187893,HGNC:27864,CXXC1P1,CXXC1P1,X
ENSG00000290641,,,CXXC1P1,X
ENSG00000230578,HGNC:55622,TMLHEP1,TMLHEP1,X
ENSG00000290643,,,,X
ENSG00000157965,HGNC:19654,SSX8P,SSX8P,X
ENSG00000290686,,,,X
ENSG00000204648,HGNC:19655,SSX9P,SSX9P,X
ENSG00000226870,,,,X
ENSG00000290713,,,,X
ENSG00000234442,,,,X
ENSG00000290714,,,,X
ENSG00000171483,HGNC:19652,SSX6P,SSX6P,X
ENSG00000274775,HGNC:55625,FSIP2LP,FSIP2LP,X
ENSG00000290740,,,,X
ENSG00000251525,HGNC:48370,TCP11X3P,TCP11X3P,X
ENSG00000186312,HGNC:29544,CA5BP1,CA5BP1,X
ENSG00000290746,,,CA5BP1,X
ENSG00000232765,,,,X
ENSG00000290748,,,,X
ENSG00000126952,HGNC:8075,NXF5,NXF5,X
ENSG00000290798,,,,X
ENSG00000229015,,,,X
ENSG00000290806,,,,X
ENSG00000196970,HGNC:8074,NXF4,NXF4,X
ENSG00000290811,,,NXF4,X
ENSG00000242599,HGNC:20923,CSAG4,CSAG4,X
ENSG00000290868,,,CSAG4,X
ENSG00000242520,HGNC:6803,MAGEA5P,MAGEA5P,X
ENSG00000290892,,,,X
ENSG00000204072,HGNC:49917,ARMCX7P,ARMCX7P,X
ENSG00000290908,,,,X
ENSG00000231069,,,,X
ENSG00000290955,,,,X
ENSG00000237265,,,,X
ENSG00000291017,,,,X
ENSG00000223773,HGNC:7083,CD99P1,CD99P1,X
ENSG00000291040,HGNC:7083,CD99P1,CD99P1,X
ENSG00000234062,HGNC:55623,TM9SF5P,TM9SF5P,X
ENSG00000291054,,,,X
ENSG00000234493,HGNC:51580,RHOXF1P1,RHOXF1P1,X
ENSG00000291200,,,RHOXF1P1,X
ENSG00000243279,HGNC:28911,PRAF2,PRAF2,X
ENSG00000214897,HGNC:50767,PNMA6E,PNMA6E,X
ENSG00000067842,HGNC:816,ATP2B3,ATP2B3,X
ENSG00000204071,HGNC:24553,TCEAL6,TCEAL6,X
ENSG00000290743,,,,X
ENSG00000230187,,,,X
ENSG00000277492,,,,X
ENSG00000280704,HGNC:52238,SNORD3E,SNORD3E,X
